text,label,source
"I don't get too bent out of shape over the back and forth push and shove within the confines of the revenue the government is bringing in.  But when they mortgage the future revenues because they want to spend more - that's when I get a bit more concerned.

How is the future legislature going to meet its goals when more and more of the budget is off-limits because it is going to service debt put in place by previous legislatures who kept kicking the can down the road.",0,google
Name calling. How mature.,0,google
Respect for the USA must come from and include the presidency.  Why elaborate - we all know trump practices nothing that respects America.,0,google
This happened this morning!! Why does the story say Monday morning and the picture says today? Somebody should proofread before posting a story!!!,0,google
"Anything to draw attention away from your wrecking of our state, right, legislative Republicans?

LOOK OVER THERE, EVERYONE!! GAYS TRYIN' TO MARRY!!!",1,google
"O'BamaCare was intended to fail and be replaced by single payer, essentially shoving everyone into Medicare / Medicaid.  Ask any vet how single payer works in the VA.

AHCA restores choice to medical consumers.  The 23 million, mostly young in great health, are all opting out of forced medical insurance purchases.

Pre-existing conditions are all covered.  That is why the House set up the pool.  Fortunately for the handicappers out there, O'BamaCare's Death Panels (IPAB) are no longer in charge of rationing health care.  

Finally, I find it rich that the local AARP president is shilling for O'BamaCare, something that the AARP supported passage of so that they could sell their health care product.

Anything that gets the government out of health care decisions is a positive step forward.  The House Bill is not a final solution.  It is however, a great first step and the senate ought to pass it.  Cheers -",0,google
"Well done Midas.  I am in my mid 40s and in the exact same boat as you.  I was thinking the other day that I have held down a job consecutively for close to 30 years now in one way shape and form.  Always saving, avoiding debt, shunning expensive/shiny things.  I am looking very forward in quitting my job in the 3 or 4 years now that I have all the kids education set up and my high 7 figure asset base is going to ride off in the sunset and leave the 54% marginal tax rate to some other suckers.",0,google
"The US Govt GAVE Oregon sec 16 and sec 36 in every township surveyed and open for entry, for the sole purpose of using that land to grow the Common School Fund,  the principle untouchable,  so the earnings of the money in that fund would support public schools.  Washington gets enough money to build most of the public schools in the state from their ""DNR"" school sections.  Crooked politicians sold most of Oregon's school sections before 1920.  The Elliott was created out of whole cloth by the Feds because they had formed the National Forests,  the school sections were inholdings,  and the Feds didn't want to pay to survey,  nor did they want to provide access for rail or truck roads to access two sections in every township.  So they pencil surveyed in an office and determined how many sections were inside National Forest boundaries in the unsurveyed public domain,  and viola',  The Elliott was born out of whole cloth of Federal land.  At the time,  is was not a valuable stand of trees.",0,google
Or not. I was coming home on Seward Hway a couple years back sober as a judge and was pulled over by two state troopers responding to a reddi call. They approached the the rig from rear with guns pulled  one on each side. I could see them in both my mirrors. I had no idea what was up but I knew I had done nothing. Regardless my first reaction was not righteous indignation. I stuck both hands out my window where the trooper on my side could see them. The one on my side holstered his gun but kept his hand on it till he had talked to me for about 30 seconds. At some point the other one did too but I didn't look that direction till both had spoken to me asking me a few questions. Supposedly the stop was due to a phone call saying a motor home was swerving into oncoming traffic and I was the first one they found.  Based on two troopers responding and their approach I suspect the reason was something else. Maybe they mellowed out as soon as they saw my hands were white eh?,0,google
Troopers will not release the name until the trailer's family has been notified.,0,google
"""Lacking proper guidance, some students enroll in programs that don’t produce jobs in their field of study"" .  

It's too easy to blame guidance!  Prospective students need to do their own  research and don't blame others!  They need to take responsibility for their choices. 

Also remember that fees represent just a fraction of the real cost of  University/College education (which is  paid mostly through our taxes).  In reality we (the Province) can no longer afford to allow students to shop around in their first year.  Many drop out; many others switch programs and start all over again.  This costs everyone..... not just those paying fees!  There is much to be said for European models that limit University education to those who can best use it (i.e. not simply an extension of high school) and that make sure those that do take that route don't waste time and resources by dropping courses (for free and without penalty) after sitting 80% of the lectures (plus labs/tutorials).",0,google
"That's First Lady Ivanka to you, buster!",0,google
"Marty, the CCC is not obedient (and never has been) to Jesus' express and clear teaching on love, especially love of enemy.

For a Christian, God is the author of Natural Law. As God is love, then Natural Law rests upon this universal and unchanging dynamic.

Killing someone in war, against his will, would not respect this dynamic and would, therefore, have no appeal to Natural Law for justification.

There is no such thing as controllable war; it does not always proceed according to plan. This is established fact, particularly in the age of mechanized and digital warfare. Non-combatants inevitably are killed, including children, even those in the womb. Those who accept the theory of Just War cannot divorce themselves, either intellectually or morally, from this so-called ""collateral damage"".  A peculiar position for the Catholic Church, given its uncompromising teaching against abortion on the ground that human life is sacred.",0,google
Leaked Chats Show White Nationalists Planned Use Of Brutal Force In C'Ville,0,google
Poor Jill.  I'll bet she can't even go out for an organic non-fat latte anymore without being scowled at by her fellow progressives.  Life is hard.,0,google
"The same guy ""joked"" about a KKK killing. Only a racist would joke about the KKK killing someone. More likely Freudian slip.",0,google
"If you bothered to notice, this incident took place in New York - a heavily Democratic State. So if you're going to bring politics into this, read more carefully.",0,google
"We actually have two Singhs, one with his donations for coal purchase contracts!!",0,google
"Pretty sure you have the right to live anywhere.. Yes? Then move somewhere where you can afford to heat your house (without state subsidies of course). Because the thing is, we ALL use Alaska's natural resources, that's a fact. So green energy is better? Sure. But what do you do when your wind turbines stop spinning.. or a quake ruptures the geo thermal hot spot and you're out of luck for geothermal energy? You use a generator!! Which uses.......???   Give me a break.",0,google
"When the entire cabinet behaves like the Pharisees in Jesus' time who say one thing and do another (Matthew 23:3), i.e. profess to be good upright Christians and then proceed to govern in a manner that can only be described as un-Christian, then yes, I would say the shoe definitely fits, and no, there's nothing silly about naming them for what they are - wolves in sheep's clothing.",0,google
"Funny, I've heard plenty of coverage about the imported right-wing thugs beating the crap out of local clergy last Friday night.  I guess that was just impossible, and that only the 'liberal faculty' (who were _all_, according to you, on vacation) might want to protest the arrival of fascists in town.

Again, it's all your assumptions.  Again, the local citizens couldn't possibly have their own agency.",0,google
No surprise. Lyin' Donnie is the biggest fraud ever to set foot in the WH.,0,google
"Actually, the beer doesn't taste the same. Go get some ""America"" and then go get some real beer. You will need more money.",0,google
Well yah but: The Green Hair society doesn’t decree that the punishment for apostasy is death. The Stetson wearers in Toronto guild doesn’t advocate throwing gays off the top of tall buildings. The pidgin Quebecois French speakers in western Canada union doesn’t preach taking the sword to the non pidgin Quebecois French speakers in western Canada. Please don’t try comparing apples with oranges.,0,google
"Did the taxpayers 'cause' this?  No.
Did the taxpayers benefit when PERA monies were siphoned off for other projects that no taxes were collected for?  Yes. (Well, as much as any of us benefit from some wasteful gov't projects!)

Think of the taxpayers adequately re-funding PERA as finally paying taxes for projects you didn't pay for years ago ...",0,google
"Del Webb thought it had a deal for an economic development deal along the north shore for gambling on land bought from the white side of the kalakaua land holdings trust. Any development plan clashed with the plan for the north shore of the drug lords who now have morphed into air bnb tourism rental operators. They still hold sway. Keith forgets to mention this. They have a lot of juice in the city and state although they lost some of it when they failed to control parking across from turtle beach at Lanis. The big question is: where is tourism going to expand over the next decades. Is native Hawaiian gambling going to be included or left out? After all, T Bay used to be a native Hawaiian fishing village where the N shore surfing drug lords live now. Conservation is a front on the n shore for the sixties surfer drug lords and their kids......",0,google
We’re seeing what was predicted during the passage of the Obamacare debacle: That dismantling it will be nearly politically impossible and we’ll be stuck with it.,0,google
".
Blah blah blah blah. 

Why don't the developers tell us where they own the most land and we'll subsidize a subway past their lands?

The whole planning process is corrupt to it's core.",0,google
"Saudi Arabia takes in slave labour from all over the globe.   Now refugees that is another story.  

What most people don't realize is that Palestine is a Sunni population.....funny that it is the Shiites that speak up for them more than say Saudi Arabia, or Bahrain, ...why, well the USA puts a stop to that and our illustrious Justin supports that too.",0,google
Almost $140 million in bonuses being clawed back from 2 executives. Does the board not realize that the amount of bonuses achievable under these obscene pay packages are the key reason for abuse.  I am sure that if the wage was 10 percent of the amount of these bonuses there would be plenty of capable people for the job. Offer no golden parachutes with retention being based on share performance goals.,0,google
"This draft-dodging rich coward makes my blood boil. Who the f does he think he is? Blumenthal SERVED. His sin was saying he was in Viet Nam which he wasn't... for which he has apologized. If John McCain wants to criticize him, fine, but our faking chicken hawk liar of a president has NO business criticizing ANY veteran!",1,google
Down with the open borders globalist media liars. Diversity and multiculturalism are just code words for white genocide.,0,google
At least you didn't counter with another round of Drain the Swamp.,0,google
"""The Bundys and their supporters disrupted or destroyed valuable work being done at the Malheur refuge, and will pay no price for it. ""   The only valuable work being done on that refuge was children of connected families getting a government job.   Refuge was a job placement center.  Only people that was doing the valuable work were the ranchers who knew the land not Washington DC government employees",0,google
"If you don't talk to the people the man's talked to, how will you ever know?",0,google
mot: ms chelsea has e mail. it might be the better choice.,0,google
"Yep, it will be a long 4 years, that will feel like 8.",0,google
"Nope not the same person...maybe next time you can make it clear who you are directing a comment/insult to. 
But maybe you rather contemplate a conspiracy... That's what made Trump strong ...at least this far.",0,google
"BOOM! Damn straight... Alaska is on the prairie, making us proud. 

And for all you haters saying we need oil, that we use it and thrive on it, well yes we do. We use it everyday. But we don't drink it. I'm all for crude development and extraction. However there comes a time we need to move beyond crude and make more use of our renewable energy opportunities. Now all you haters go drink some oil and wish you had some water to wash it down with.",1,google
"Perlmutter never saw a fund he couldn't generate, to give away to those who don't deserve help.",0,google
Bet its anything but neutral.,0,google
"Quote ""The New York Times, the Associated Press, the Washington Post, CNN, MSNBC? Fake news mongers, all of them. All with an agenda to take down the White House, all with the means to generate false narratives""  

Which they did with great alacrity.

From my reading of the news, this is certainly true and was certainly their intention.",0,google
"Chief, to my understanding, in the future those old tax credits will be tax deductions. A few changes but basically still the same amount of money from the state.",0,google
The whole school has to adjust what their bring for lunch because of a few kids with allergies.,0,google
Maybe we should remove the exception when you turn 65. Right?,0,google
"So this program is modeled on one from Tim Dolan's arch-diocese.  Considering Dolan's record of playing hard ball with victims of sexual abuse by priests, I doubt the victims will find this reassuring.",0,google
"A member of congress meeting with the leader of a foreign country currently engaged in a civil war, without the approval of the U.S. government is as close to treason as one can get.",0,google
"Is this the attorney speaking or the attorney's attorney? In this Matryoshka-doll administration, it's hard to tell.",0,google
"I agree that the problem with gays marrying is purely an indoctrination one, and one I think is stupid.  It shouldn't be anyone's business but the couple's if 2 consenting adults want to be married.  My point is that if it is OK for the Dems to change their views on gay marriage, then we shouldn't be hammering Trump on changing his views on abortion.  I may not agree with him, I may think that he is probably doing it out of political expediency, but if he really did change his views, he may also have had what he feels is a valid reason to.",1,google
"Sir, are you really going to get into a proof-texting debate like a Protestant fundamentalist? I love how you liberals selectively cite Scripture.  Context is always key. Because of the character limitations, I can't go into an exegesis of the passage you cited and then parallel other passages, etc.  Suffice it to say---the Bible must be read as a whole.  Parts of the Bible that we like cannot be isolated from other parts of the Bible in order to prove our position on some issue.

One thing to consider: if the wages of sin is death, and God is against the death penalty, why did he have to die?  Why did he willingly die? God is the one who declared that man must die for sin, did he not?",0,google
"In Ontario we are facing the results of a the Liberals' alliance with our public sector unions. Millions of Dollars
in election advertising by public sector unions in return for Higher compensation during a time when the Province was shedding hundreds of thousands of jobs. This alliance has left us uncompetitive; higher hydro
costs, outrageous police and fire protection costs have left us vulnerable against the Northern States who have
seen no real wage growth in decades. This Liberals alliance with the public sector allowed Gerald Butts to implement his green agenda which only exacerbates the pain for the private sector worker.

It appears Gerald Butts now sees the Chinese as one of his enablers. I fear that our prime minister views us as the first post national state. Will we be paying road tolls to the Chinese?",0,google
Symbolic gesture that does virtually nothing to save water.  A virtue-signaling faux austerity that only punishes Rome's tourists.,0,google
Lord I hope not--what a horrid laugh that would be,0,google
If you read Diane Francis's Who Owns Canada. The chapter on the Beaudions explains why a deal with Sherry Brydon's (niece of late Canadian billionaire Ken Thomson) Viking Air  did not materialize.,0,google
"This oil rig is 52 years old. It's decrepit and rotting. The tides in Cook Inlet are vicious and extreme-not a good combination. Chevron bailed on this rig because they didn't want the liability. Hilcorp got it on the cheap, and only cares about what they can squeeze out everyday, NOT the environment.

Financially feeble Hilcorp will duck and run on this, and Alaskans who rely on Cook Inlet will be left holding the bag.",0,google
It is really cruel that they are playing with the citizens' emotions this way!  QUIT TRYING TO TAKE OBAMACARE AWAY!!! FIX IT!!! People are sick of wondering whether they are gonna take everyone's healthcare away or not.,0,google
Less than half are self-righteous rednecks in reality. Voting isn't a true sample selection,0,google
"We're confused huh? So enlighten me? You clearly just admitted that you disagree with the Declaration of Independence. In doing so you've proven my point that the radical left is in control of the democratic side, and you my friend are not a Liberal. You're a leftist and that is far different than a Liberal...",0,google
"And the Rockies hitting needs to improve with cutting down the amount of strikeouts. Way too many games with 10+ strikeouts. Cut down the swings and look to make better contact, especially in the upcoming L.A. and Arizona road series.",0,google
"Oil plummets more than 5%? 

Interesting timing,  gas here in metro Vancouver just went up this morning to 138.9 litre.",0,google
"Kellsie died because of addiction.  Once an individual reaches the addiction stage, they need intervention made by their family, the court, medical detox and long-term treatment.",0,google
"Agree, I hoping we have a check/balance system in place, if not, boy are we in trouble.",0,google
"It's unfortunate that this is an all to common occurrence. Let me save you the time and heartache of attempting to excersise your rights. The human rights commission is a waste of time, it's an employer world these days. I was once in the same situation, I survived the disease but haven't forgotten the indifference exhibited by the authorities and the union. If the employer offers you "" counseling "", seek other employment immediately. The very best of luck to you.",0,google
Youre right. Big old bragging rights like my uncles sailboat. He moved to Hawaii and left his boat.,0,google
"His fake story made front page news last week when he reported it, so it makes sense to follow up with that one.",0,google
"Trump is fighting a losing battle - germans won't buy GM - how many azteks ended up in europe? I would guess zero of the ugliest car ever made...only good ole boys buy fords and chevys - normal people buy toyota, honda, hyundai, kia, nissan, etc etc - only a fool would buy any cadillac and trump has one",0,google
"""Hirono didn’t have many specific answers but promised to maintain the fight for core Democratic party beliefs. ""
“We have ICE agents knocking on doors tearing families apart,” Hirono said. “I will raise my voice about targeting minorities for discrimination … I hate that term ‘rounded up,’ like they are not human beings.”

What?!?  Where is this all happening Ms Hirono?  Ms Downey, CB should give you more column space so that your article could continue with, ""But when asked for specific information to support her assetions, the senator said.........""",0,google
"From discussion with my surgeon(s) Canada and USA:
( I elected after such consultation to go with the Da Vincy robotic version )
- The Da Vincy system operating position is human factors engineered, the surgeon sits comfortably at a remote console with a 3D view of the operation. The instrument servo mechanisms stabilize and miniaturise the actual surgical tool manipulation. At least two operations per day, maybe three, by the same surgeon.
- In the traditional open abdominal procedure the surgeon has to bend over the incision and access a very difficult region of our anatomy - very uncomfortable and tiring. The surgery depends solely on the manual dexterity and steadiness of the surgeons hands. You are on the table for 4 Hr., ditto time the surgical team attending. One operation per day is all they can do.",0,google
"You could say Aura ""sticks out like a sore thumb"" or...punctuates a drab sag in the mid-Toronto sky line with a vertical shaft. Say what you will about Aura's street-level shortcomings, height is not one of them. Its lighting is not unlike the illuminated spire of the Chrysler building (also a late addition in the design process). Obviously it's a damned shame about the birds but, as reported,  the management is doing its best to mitigate any harm.      It would be wrong to have these lit up things on every block. Sure, the OBC should legislate against their proliferation. But to my mind the longest street in the world can handle a bright confident sentinel at its base.",0,google
Rather than threatening businesses we should just allow tourists to make an informed choice. How about billboards alongside 101 at P.A.'s city limits warning them that any municipal water or food prepared or grown with it that they consume here is contaminated with fluoride. Caveat emptor. Sound fair? Let market forces decide.,0,google
"When all is said and done, much more is said than done.
Andrew Weaver is too patrician and corporatized to be making changes the people of BC care about. John Horgan as well is too corporatized and unionized.
  Don't expect to get corporate and union money out of politics.
   Don't expect proportional representation.
    Don't expect significant progress towards a green economy.
   But the Greens' rejection of Liberals is a good start.",0,google
"Stop those doctors who are glorified drug pushers. There exists a conflict of interest between drug makers--who give doctors free samples--and doctors, who push these medications despite their pledge to 'Do no harm'. Many of these drugs have harmful side effects, and drug companies have been defendants in class-action lawsuits.

Some of us want other options than taking medication, and some of these options include second opinions and other treatments. Don't ridicule patients and practioners for wanting different approaches to address health problems.",0,google
"The Episcopal Church, Anglicans, Methodists and Lutherans which by the way are all main line Protestant denominations with much in common with our Catholic faith and practices - except our treatment of women as un-Christlike and incapable of ordained ministry due to ritual impurity.",0,google
Yeah.   We can be pretty certain we know which side throws urine bombs and generally starts the violence.,0,google
"I have-- I also keep in mind that Dylan Klebold was only 17.  I wasn't aware such additional maturity was required to have moral and emotional epiphanies such as, ""setting playgrounds on fire is a tremendously awful thing.""",0,google
"effyoo, Barry, give ALL of us concealed carry, you elitist chump.",0,google
"eliminate and or substantially weaken:

Proportional Energy Sharing

National Treatment of American Multinationals

Chapter 11: Corporate ability to undermine citizen/national interests

Increase the power of the Dispute Settlement Mechanism making American exceptionalism and bad faith less likely. Consider expanding list of sectors considered crucial to the integrity and viability of our nation.

Failing to win American government goodwill and good faith, give notice of termination to Free Trade / NAFTA.

Lets put more weigh on true multilateralism thru the World Trade Organization where smaller nations have a better chance against hegemonic powers and blocs.",0,google
Fortunately the fear of bedbugs will have a positive impact on our soaring STD rates. A lot of people will take a chance on catching fatal VD but they won't roll the dice on bedbugs. As for sex ed the kids will figure it out on their own.,0,google
"You take a massive :""leap of logic"" in assuming all other racial and ethnic groups are equal to white supremacists in promoting only their group's interest.  the NAACP was formed to play ""catch up""...were it not for the legacy of racism and institutional discrimination, the NAACP would never have been necessary.  You also take a huge swipe at Asians claiming "" who only care about other Asians at the expense of everyone else.:  It seems you have all encompassing disdain for all racial and ethnic groups except the ""whites"" who have, let's face it, been practicing racial and ethnic discrimination (including slavery and genocide) for the entire history of our country.  The goal of the white supremacy/ white nationalist movements is to continue and expand upon the economic, social and political dominance of our country by white Americans (and may I add, overwhelmingly MALE white americans)   I don't share that goal.  Gary Crum",0,google
"With twice the debt of California, Ontario is now the world’s most indebted sub-sovereign borrower.in the word, the trust is gone!!

Ontario has 1/3 of California's population with more debt load at over $320 billion dollars at a billion a month in interest - during record low interest period. The Liberals plan to pile on more debt, sell Ontario assets and dramatically increase to the Ontario Govt sunshine list.

To say it's not all the Liberals doing is a refusal to recognize the destruction of what once was the economic engine of Canada. A Provence that didn't need federal transform payments to make payroll. 300 hundred thousand lost manufacturing jobs lost  due to outrageous  energy cost. A  market that is now completely dependent on revenuer from an overstimulated foreign buyer housing market

There is an old Jewish adage: ""Not knowing the truth doesn't make you ignorant, not wanting to know the truth is what makes you ignorant"" I think in this instance it is applicable Dante!!",0,google
"""The number of full-time jobs grew by 35,100, offset by the loss of 24,300 part-time jobs.""

I wonder what the average pay was for the 24,300 jobs that disappeared, compared to the average pay for the 35,100 that were created.

I mean, if the CBC can take one worker's pay from ONE job on ""The National"" and then suddenly split that pay up four ways to produce FOUR ""new jobs"" at ""The National""...

... does that economic direction really bode well for workers of Canada?

(From The Beaverton: ""CBC splits single white man’s salary between two women, two minorities"".)",0,google
"I think it's quite simple, I'm not going to pay them $168 for the privilege to recycle, only for them to turn around and sell that material to recyclers. It's like me paying for a cab and then the grocery store paying the cab company for the delivery of a customer. the only thing Alaska waste is really doing is transporting the material and double charging for it.",0,google
"Strange, I never saw a single firearm on the liberal side. 
And  how many cops were there at 10AM? ..... 12?..... 15?
Unacceptable.
As Bill Maher so aptly called/named Donald Trump .... ""President 'What's-This-Button-For'?""
'Nuff said.",0,google
The article addresses your point.,0,google
"President Clinton was a lot of things and maybe he didnt have the best morals but he was not a traitor and he didnt sell out the security of his people and their elections to the Russians or anyone else . Trump did that today and for that he deserves life imprisonment if not execution for treason as they did to traitors back in the day . The Republicans must impeach Trump for Treason now and stop kissing the stinky asses of Trumps 30 something % base . The freedom, democracy of this country matters more than their putrid lives",1,google
"""The way I was raised was like most Hoosiers, with the golden rule, that you should do unto others what you'd have them do unto you."" Mike Pence

Satire usually writes itself.",0,google
"Good article, but it makes one think that the the reaction to these events from politicians and the media is a major contributor to the  recurrence of similar events. The goal of the perpetrators is to make worldwide news, and they achieve that, every time.  Would there be any point in killing  innocent people they don't even know and facing almost certain death themselves except for the attention they expect to receive as a result of what they have done? 

And what is Theresa May talking about? What value is there in anything she said?  She is a political opportunist. 

The news reports say the perpetrator in this case was a loner but that 8 people have been arrested. What is the explanation for the apparent contradiction?  

It is also news today that the perpetrator of the threats against Jewish institutions in America and elsewhere is a teenager, a person with no ability or intention to carry through on anything, no doubt just another nut case.",0,google
"Patriots??? AHHahaha! As Matt Taibbi aptly described these goofs:

""The Bundy militiamen are an extreme example of a type that's become common in America. Like the Tea Partiers, they seem to not only believe that they're the only people in history who've ever paid taxes, but that they're the only people who were ever sad about it. What they call tyranny on the part of the federal government just means putting up with the same irritating bills and regulations and other crap that we all put up with, only the rest of us don't whine about it in the front seats of our cars while posing in front of tripods. These people may be dangerous, but their boundless self-pity, their outrageous sense of entitlement and their slapstick incompetence as rebels and terrorists are absolutely ridiculous.""",1,google
The PFD fares were listed on Alaska Airlines website yesterday.,0,google
"Dear Fikile, if we say your theory is correct then what have you actually done to correct such wrongs. You had an opportunity as Minister of Sport to develop previously disadvantaged sports scholars, sponsor school facilities and facilitate private investment into these schools but did none of it. You did not even try correct these wrongs but rather scream from the grand stands ordering others to act and change. You, as a top 1% earner, have never been charitable to rid our class battles and not even sponsored your domestic servants and direct reports to send their kids to better schools or universities. Instead you wait at the Gupta trough waiting for you hand out. Imagine you took the train carriage billions and built football pitches instead...so stop being a hypocrit and act as you instruct others to do. What unselfish effort or act have you ever done to help those less fortunate? Nothing ...ever despite your position to do so. Easier said than done",0,google
Why do you assume that female haters cannot be female? And actually I borrowed the phrase from a male hater complainant. Why didn't you harass him/her?,0,google
"""Is there a problem among providers where they do not want to prove they are capable?""

Red herring. No one is saying that.
Of course there should be standards at nail salons as well as abortion clinics, donut shops, street food vendors, and dentists' offices. No one is saying there shouldn't be. But that does not mean admitting privileges.",0,google
Where is that kool-aid?,0,google
"3 years ago, all the Great Lakes froze over for the first time in 40 years ... the climate isn't changing, maybe they can tweak their models again.",0,google
I will volunteer to copy edit the online stuff.  For free.  I'm a retired teacher with lots of spare time.,0,google
Look idiot ... try to find a dictionary and look up racism.  Come back and tell us if you finally understand the concept.,1,google
I think they're dead.,0,google
"""Real  footballers"" don't play 90 or 120 minutes non-stop.  They rest every 10 seconds for  a little chat or commercial,  same as hockey players rest after  2 minutes,  and sit on the sidelines in football  depending on whether they are defense or offense .  That's why  a "" real football""  or hockey player  is  in motions for  less than  15 minutes  in  a 3 hour game. They are the ones that are spoiled rotten.   Maybe is they were  to be a man and take off their body armor same as rugby players it would help.",0,google
I do believe you've changed! Wonderful.,0,google
"All irrelevant.  What we do know about her is that she is here illegally (that is, she violated the law) and that she was convicted of felony identity theft (that is, she violated the law).  Do you know what that makes her?  A criminal.",0,google
"Another attempt to 'translate' what people didn't say. I never said she was a second class citizen nor did she ever think of herself as a second class citizen. You are the one doing the labelling her as second class. I had had the utmost respect and love for my mother, for both my parents, and not once in the time she was alive did I ever consider her to be my or any man's inferior.
My mother, in fact, 'wore the trousers' in my family, I'd love to see her reaction to you calling her second class.",0,google
"The PFD should be left untouched, but protected by law. A SALES TAX can be made the most fair -in rebates are made to those at the Poverty level of income, but nobody wants to seriously explore that.
In lieu of a sales tax, I'm for an Income Tax, but the real monster in the fiscal mess is BigOil. Why there is not a full scale rebellion against BigOil's swindling of Alaskan's is dishearteartening. IF the Legislature can't/won't do the job, the general populace should do it.
Subsurface Gas/Oil rights are held ""in common"" by the State for all Alaskans. The PFD is a manifestation of this, which is unique among the 50 states.  The PF & PFD were never set up to be ""rainy day"" bail outs for bad, over-bloated gubmut.
Alaskans stand submissively as BigOIl fleeces us, as Legislators mock Ethical behavior, abuse per diem, travel expenses, really shady deals like the Anc LIO & on & on.",0,google
"This is nothing but leftist propaganda. And all you are quoting here is the result of the leftist experiments . Even with all that we live in a paradise comparing to the mess surrounding us . We need workers and thinkes , not SJW's - have too many of those as it is.",0,google
"there are good one for kids size
https://pedaling.info/best-road-bike-5-entry-level-bikes-for-sale-reviews.html",0,google
"I have enjoyed your story with Jane and with Cora. Luck is always good, but being smart counts for more. You are smart. After all you chose to live in Alaska. Thank you very much.",0,google
"I question the validity of a ""per page"" fee.  One way agencies currently undermine public records requests is to provide many pages of non-related (to the request) information with the purpose of overwhelming the requester.   This type of response makes it difficult for the requester to discover information.  With a per page fee, I can see it now,  the agencies will purposefully generate unrelated pages.  The primary reason that there are so many law suits filed under the Act is that agencies do their best to be non-responsive to public records requests and to hide information.",0,google
"I'd expect a major Eastern Canadian daily to run a wire-service story ""as is"" from, say, Shanghai or Karachi.  But...Oakville, Ontario?  When it's the SECOND charge?",0,google
"nonsense, conservatives ran a great alberta for 40 years of prosperity while under the left, alberta is an economic basket case. ,, because they dont care what the public interest is, they just think they know best when they understand nothing about reality",0,google
I will and he'll get my vote anytime,0,google
"Dieter, what you wrote is uninformed and...that's cool, as you don't understand the reality of THAT particular ""Motel, because...the Writer didn't cover it and the quote from the Owner is a LIE. I grew up around the neighborhood, worked across from it, drove by  it many times and ...it's always been a """"Furnished Apartments for Reant, by the Day, Week and Month. It's also always been...a bug infested, drug user infested DUMP(For at least 30 years.). Why's the Owner doing this? It appears that the Owner wishes to sell both the Motel Apartments and the Land to...someone who wishes to destroy it and add on to either the hospital or something completely different than it's history. No problem with that, other than...the Owner needs to have given them warning that the property will no longer be Motel Apartments...it'll be whatever the next Property Owners make it, AFTER they LEVEL it. Instead,the cheesiest way possible, by upping the rent to the price that NO ONE would pay for that DUMP",0,google
He made choices just like choosing not wear a life jacket as in the above photo.,0,google
"When Prohibition was repealed, the underworld (Meyer Lansky, Bugsy Siegel)   had to find a new source of income. Heroin was the drug of choice to replace hooch  to keep the money flowing.  Now, with pot being legalised today's criminal under world needs a new source of income.  Fentanyl and oxycontin are highly profitable and are not going away.  Plus heroin is now more available than ever.",0,google
"The deficit is accrued every year and new deficit is added to past yearly deficits. Sum all the deficits together and you get the national debt as the total owed by taxpayers. If Obama cut the deficit by 2/3's that's great. What year(s) did he do that? At the end of his eight years of presidency his total deficits still added up to nearly 10 trillion dollars. Add that to the prior national debt already on the books and we have a grand total of 19 trillion dollars. Don't get me wrong, Trump is continuing government deficit spending which now has crossed 20 trillion dollars. At some point we default just like you or me telling the bank we can't carry anymore credit card debt. Boom! We file bankruptcy.",0,google
"As articulate as always, Tormaine.",0,google
"Why bother? You'll be history in a month or so. Oh yes, get that last free whirlwind tour on the taxpayers dime.",0,google
"Two world leaders - two different approaches.
May of the UK flattering Trump. Nieto of Mexico cancelling a trip to the US.
Both extremes could well be foolhardy.
What will work?
Supporting democratic opposition in the US through a polite but strong resistance to supporting crazy Trump schemes.
Chretien did not support the Iraq war and Canada suffered few consequences.
Trudeau cannot sign on to any crazy Trump schemes. He need not disparage him in public though.
Clark is a politician and politicians are supposed to be political - not blurt out the first thing that comes to her mind. In doing that, she is acting like Trump.",0,google
"Having worked in the tourist industry, I've seen/heard the verbal abuse parents receive from putting their children on a leash.  It looks ""cute"" for the tiniest children, yes.  But for a four-year old?",0,google
The criminal negativity of the Bush administration is what's lead us to Trump. A rational citizenry would have executed this clown for treason.,1,google
"Definitely giving a patient a full invoice for services rendered makes sense.  In addition to preventing fraudulent claims, it educates the patient that healthcare is not free.

Given the demand and underserviced areas, we do need to increase the number of doctors churning out from med school.

I don't think there is anything wrong with doctors who want to limit their practice time to try and balance out their family life (female GPs?).  If they don't work, they don't get paid, so I don't see any added burden to the healthcare system.  To accomodate such a scenario, increasing the number of doctors should help address any shortage in service.  They would likely be working in a Family Health Team Clinic, where a number of physicians would be working together.",0,google
"""To qualify under Washington's Three Strikes law, a criminal must be convicted as an adult on three separate occasions for serious felony crimes, including rape, robbery, child molestation, serious assault, manslaughter or murder.""
Counting the child molestation, there are only two convictions. When he gets out and if he commits a new crime, then he can qualify under our Three Strikes law.",0,google
Please read christa_m's response in this thread.,0,google
"Gary, where did you get the 6 percent figure?

I see no logic in referring to the voluntary homeless as ""travelers"", unless they actually are traveling. Regardless, people who are homeless need shelter, especially the kids we saw downtown last summer. If people are not willing to provide that, they can put up with the aggravation.",0,google
"Well of course!  

Some 'lies' are in your favor and some 'lies' are in my favor!

The basis of Freedom of Speech in the United States of America!

In the olden days, you bought your newspaper depending on whether it had 'Democrat' or 'Republican' in its title.

Today, the main stream media has removed 'Democrat' from the title but retained the bias.  

And the right-wing nut jobs go to Breitbart and Fox.

I'm left to pick out the occasional bit of truth still found on the main stream sites.",0,google
